"ACAH","AEGC","ALCC","ALSB","AMPP","ANAE","ANNS","ANTP","APEM","ARR1","ARR2","ARRV","ASTG","BEIP","BROA","CAL1","CAS3","CELI","CERT","CHRC","CISE","COCP","COMD","CORA","CORB","CORL","COUC","CYDA","DAVN","DENA","DESP","DIPP","DOL1","DOL2","DOLO","DRYS","EUGC","EUGO","FARO","GUA2","GUAD","GUAS","HAM2","HASF","HEIC","HIPV","HIR1","HIRF","HIRG","HIRT","HYBP","INMA","JACC","LONL","LUE1","MACU","MARP","MASH","MASN","MENG","MENL","MOUM","OENM","PARP","PAU1","PAU3","PAUF","PAUR","PAUT","PHRC","PITC","PLAE","PLAP","POUA","POUU","PRIA","PRIC","PROT","PYFU","PYHO","QUA1","RANA","RIN2","SAPG","SCHM","SER1","SERM","SIMA","SORA","SPOM","SPOR","TABA","TABG","TABR","TERA","TERO","TET2","TETD","TETH","THIM","TRAA","TRI1","TRI3","TRIC","TYNC","VIR1","VIR2","ZAN1"
"213",0,16,0,2357.5555555567,0,0,1,0,0,0,0,0,0,0,1,0,93.5166666661,1,0,0,0,7,0,0,0,0,0,0,0,41.8,9.9166666667,0,17.8545454543,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1235,0,2,1,0,0,0,5,0,0,3,7,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6.64,803.6342857247,14,0,0,0,0,0,0,1,40,2,0,0,0,0,0,0,0,0,0,0,0,128,0,0,6,0,0
"214",0,16,0,961.3333333338,0,0,0,2,0,0,0,0,0,0,2,0,48.4499999997,0,0,0,2,12,0,0,0,0,0,0,0,5.975,0,0,71.4909090908,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,1,0,0,1,6,0,0,0,1,0,0,3,0,0,20,0,0,0,0,0,68.52,107.7314285731,4,0,0,0,0,0,0,6,2,7,0,0,0,0,0,1,0,0,0,0,0,5,0,0,15,0,4
"215",0,8,0,1468.8888888896,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,56,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,9,38.32,2,36.8,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"216",0,0,0,3690.1111111129,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,53,3,0,0,19.8333333334,3,0,0,0,0,0,0,0,0,1,0,0,1.1333333333,0,26,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,10.04,0,1,0,0,3,0,1,0,2,0,0,2,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,19,1,0
"217",0,0,0,1224.2222222228,0,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,6,1,0,0,30.9166666667,7,0,0,0,0,13,5.88,0,0,3,54,0,7.3999999999,4,21,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.3615873016,0,0,0,4,0,0,0,0,7,7,0
"218",0,0,0,1938.7777777786,9,0,0,0,73,0,0,0,0,0,0,12,0,0,0,4.56,0,0,0,0,0,0,1,3,0,0,26.7500000001,4,0,0,0,0,0,0,0,0,47,0,0,12.7999999998,0,10,0,0,0,1,3,1,0,0,11,1,0,0,1,1,0,43,3,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,6.3615873016,0,0,0,4,0,2,0,15,15,8,1
"219",3,0,0,1245.1111111115,48,24,0,0,1012.8,0,0,1,0,6,3,2,0,0,1,0,0,0,0,5,8,18,1,5,6,0,16.7500000001,1,0,0,0,0,0,0,0,0,40,0,0,1.1333333333,4,5,0,0,0,1,40,5,1,0,589.99,1,0,0,27,0,0,15,0,0,0,1,0,0,2,1,1,4,0,1,0,3,12,0,0,0,0,0,2,0,1,0,0,2,0,0,0,4,0,12,4,3,9.3615873016,0,4,380.8,7,0,2,0,26,4,4,1
"220",22,0,0,2195.6666666674,40,9,0,4,165.16,5,7,0,4,16,0,1,0,0,0,0,0,0,0,197,121,24,0,1,1,0,35.5000000002,0,0,0,0,0,0,1,0,1,4,4,2,2.2666666666,2,2,0,0,0,0,38.45,1,0,0,5437.855,1,0,0,73,0,0,13,0,0,0,7,0,0,0,1,0,3,0,0,0,4,16,0,0,0,1.5828571429,0,0,0,0,0,12,23,0,0,0,3,0,82,0,5,5,0,13,369.92,1,0,0,34,22,1,3,0
"221",2,0,0,1125.3333333337,0,0,0,12,0,9,0,0,0,78,4,0,0,0,0,0,0,0,0,193,198,7,0,0,0,0,49.9166666667,0,9.4909090908,0,0,0,0,1,0,0,7,0,0,124.6666666635,30,0,0,0,0,1,544.95,0,6,0,1525.9725,0,4.6150641026,0,205,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.5,0,1,2,0,0,0,0,0,0,0,0,0,58,27,0,0,0,36.875,6,33,0,2,1,0,0,39.44,0,0,8.7,33,0,2,13,0
"222",0,0,228.3333333357,403.2222222223,0,0,0,0,0,3,0,0,0,43,0,0,0,0,0,0,0,0,0,13,34,0,0,1,0,0,8.9166666667,1,0,0,0,0,0,0,0,0,1,137,0,105.5333333312,10,1,0,0,0,9,0,0,1,0,2133.9125,0,13.2301282052,0,86,1,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,6,0,0,0,0,3,1,0,0,0,1,0,0,0,1,4,0,0,20.4,0,0,2,1,0,2,4,0
"223",0,0,0,34,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9.5333333332,0,0,0,0,0,1,0,0,16,0,242.9875,0,36.8451923078,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.7485714287,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1.36,1,0,12.9,0,0,2,10,0
"224",0,7,0,19,0,0,0,0,0,0,0,0,0,0,20,0,168.499999999,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,4.8727272727,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1,221,0,0,0,0,0,2,0,0,1,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,362.600000006,47.8,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,9.36,10,0,790,0,0,1,11,0
"225",0,6,0,12,0,0,0,0,0,0,0,0,0,0,82,0,58.833333333,3,0,0,0,0,0,0,1,0,0,0,0,48.75,2,0,33.6181818181,0,3,0,0,0,22,0,0,1,0,0,0,0,0,0,0,1,0,2,300,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,177.1485714302,5,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1.36,0,0,249.6,1,0,6,0,0
"226",0,5,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50.75,1,0,24.8727272727,0,0,0,0,0,272,0,4,1,0,0,0,1,0,0,0,1,0,0,15,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,62.84,4.5828571429,1,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,41,3,0
"227",0,24,0,208.0000000001,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3.975,0,0,1.8727272727,0,0,0,0,0,420,0,2,0,0,0,0,1,0,0,0,2,0,0,6,0,0,0,0,0,0,0,1,1,1,0,0,0,1.04,0,0,0,55,0,0,0,0,0,0,0,11,33.6,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,27,1,0
"228",0,0,0,23.8888888889,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,12.6181818181,0,0,0,0,0,40,7.7,3,0,0,1,4,6,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,9.04,0,3,0,1,0,0,0,0,0,0,0,10.8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,1,1,0
"229",0,2,0,213.0000000001,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,2,15,1,0,0,0,0,1,10,48.1,7,0,2,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,12,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,6,0,4.4,0,0,0,1,0
"230",0,7,0,6,41,0,0,0,279.16,0,0,0,0,0,0,4,0,0,1,13.56,0,0,0,0,1,0,0,8,0,0,2,6,0,0,0,0,0,3.88,0,23.7,25,0,0,0,4,0,0,0,0,0,0,12,1,0,0,0,0,0,7,0,1,12,1,1,0,0,0,0,1,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,9,0,0,0,3,1,1,0
"231",27,0,0,0,167,0,0,0,1537.12,0,7,0,0,8,1,8,0,0,1,0,0,0,0,5,0,2,0,9,0,0,2,3,0,0,0,0,0,0,0,2,14,19,0,1.1333333333,77,0,0,0,0,1,18,35,1,0,1113.97,0,0,0,111,0,0,8,7,2,0,3,0,0,1,0,15,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,2,12,0,0,0,709.84,5,0,2,1,24,0,16,0
"232",14,0,0,6,23,14,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,114,15,8,0,3,0,0,13.8333333334,0,0,1.6,0,0,0,80.76,0,2,1,14,0,0,6,0,0,0,0,0,57.05,46.6,2,6,5886.89,0,1,0,298,0,0,4,11,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,19,0,0,0,82.75,0,246,1,3,1,0,0,118.32,2,0,0,4,7,0,6,0
"233",16,0,0,0,0,9,0,1,0,0,0,0,0,10,102,0,0,0,0,0,0,0,0,256,189,10,0,0,0,0,9,0,0,12.8,0,0,0,32.36,1,0,0,566,0,8.2666666666,1,0,0,0,0,0,3429.6,94,1,25.2,2630.955,0,3,0,107,0,0,4,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,94,191,0,0,0,97.875,500,36,1,1,6.3615873016,0,0,42.16,3,0,6.7,25,1,2,3,0
"234",0,0,34.0000000001,0,1,1,0,1,0,0,0,0,0,0,1,2,0,6,0,0,0,0,1,3,119,5,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,89,0,8.3999999999,0,0,0,0,0,1,0,0,64,4.8,1930.9025,0,20.8451923078,0,36,0,0,18,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,0,0,0,0,14,9,0,0,0,18,17,0,0,0,6.3615873016,0,0,12.24,3,0,11,2,0,0,0,0
"235",0,0,0,45.7777777778,0,0,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0,2,0,0,46,0,0,1,0,0,0,0,1.8727272727,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,1326,0,139.995,0,22.6150641026,0,6,0,0,6,13,11,0,0,0,0,0,1,2,0,0,6.5,9,0,0,18.0000000002,0,0,35.0742857151,64.8,0,0,0,0,0,4,0,0,1,8,0,0,0,0,1,0,0,0,3,0,46,0,0,1,11,0
"236",0,3,0,0,0,0,0,2,0,0,0,0,0,0,10,0,134.5833333325,0,0,0,0,5,0,0,9,0,0,1,0,7.95,0,0,40.3454545451,0,19.72,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1940,0,0,0,0,0,3,0,0,1,2,23,0,0,0,0,0,0,0,0,0,0,31,0,0,11.4285714286,0,0,1137.5828571654,6,0,0,0,0,1,0,1,11,1,10,0,0,0,0,0,0,0,0,0,0,1652.9,0,0,3,7,0
"237",0,0,0,457.777777778,0,0,0,0,0,0,0,0,0,0,8,0,356.9166666645,36,0,0,0,31,0,0,0,1,0,0,0,190.15,5,0,204.727272727,1,44,11,2,0,104,0,2,0,0,0,0,1,0,0,0,6,0,0,231,0,0,0,0,0,24,1,0,0,0,2,0,0,0,4,0,0,0,0,0,22.5,55,1,0,0,0,15.32,299.2800000048,62.8,0,0,0,0,0,0,3,36,0,1,0,0,0,0,2,0,0,0,0,0,542.6,0,0,9,0,0
"238",0,0,0,10231.3333333383,0,0,0,3,0,0,0,0,0,0,1,0,0,9,0,0,0,2,0,0,0,0,1,0,0,309.125,5,0,47.7454545454,0,0,0,0,0,428,0,2,0,0,0,0,0,0,0,0,5,0,34,78,0,0,0,0,0,21,5,0,0,1,3,0,0,0,0,0,0,131,0,0,3.5,0,0,0,0,1,104.64,87.314285716,1,0,0,0,0,0,0,6,8,8,0,0,0,0,0,0,0,0,0,0,1,27,0,0,11,0,0
"239",0,4,0,4280.2222222243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,18.9,0,2,0,0,0,0,0,0,130,0,1,0,0,0,0,3,0,0,0,0,0,25.4,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,13,5,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,5.3615873016,0,0,0,0,1.5066666667,0,0,10,14,1,0
"240",0,0,0,134,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,1,24,0,0,0,0,4.125,76.84,16,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4.5,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,35.7231746032,0,0,0,0,0,0,0,0,2,1,0
"241",0,0,0,8970.7777777816,1,0,0,1,0,0,0,0,0,0,0,0,0,1,19,28,1,0,0,0,0,0,0,1,0,0,1,72,0,4.8,0,0,0,7.88,3,28.25,18,0,1,0,2,32,0,0,0,2,0,0,0,0,0,21,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,3,0,0,0,0,10,0,1
"242",0,0,0,4219.0000000014,31,0,0,0,548.48,0,0,0,0,0,2,0,0,0,1,24.56,0,0,0,0,0,0,0,1,0,0,10,13,0,2,0,0,0,0,2,123.25,27,2,1,7,0,2,0,0,0,0,0,0,0,0,0,53,0,0,14,0,0,12,3,0,0,0,0,0,9,3,8,4,3,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19,4,0,0,0,13,0,0,0,4,0,0,0
"243",1,0,0,3930,112,0,0,3,256.16,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,26,18,0,0,4,26,0,0,0,0,0,0,0,0,0,1536.93,68,0,0,831,0,2,2,4,0,0,1,0,0,6,2,14,0,2,2,0,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,69.75,0,0,0,6,13.3615873016,0,3,567.12,1,0,3,0,2,3,3,0
"244",5,0,0,7704.7777777778,26,3,0,0,1,0,0,0,0,6,16,3,0,0,0,0,0,0,4,122,24,10,0,1,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0,0,0,442,1,8,0,6733.8975,161,0,0,654,0,0,1,9,0,0,3,0,0,12,3,15,1,1,0,0,11,2,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,154,0,2,14,0,0,240.72,1,0,0,17,0,1,15,0
"245",4,0,7.0000000001,1901.5555555557,10,6,0,0,0,0,0,0,0,43,148,0,0,8,0,0,0,1,0,99,257,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,2,43,0,93.9999999985,0,0,0,0,0,2,128,0,25,0,1101.9875,43,18.4602564104,0,222,0,0,0,5,1,0,0,0,0,2,0,2,0,0,4.5,0,0,0,0,0,0,0,0,1,0,0,0,56,2,0,0,0,1,0,84,0,0,11,0,0,42.16,0,0,1,9,0,0,11,0
"246",0,0,22.6666666667,785,3,0,0,0,0,0,0,0,0,97,1,0,0,1,0,0,0,0,0,0,63,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,13.7999999998,0,0,0,0,0,17,0,12,203.375,0,218,8,45.8451923078,0,17,0,0,7,28,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.3615873016,0,0,4.08,0,0,4,0,0,2,3,0
"247",0,0,0,327,0,1,0,0,0,0,0,0,0,29,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.8727272727,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4,398,0,13,2,14.6150641026,0,0,0,0,2,6,11,0,0,0,0,0,0,0,0,0,3,0,0,0,6.8571428572,0,0,66.9028571441,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,75.3,0,0,0,11,0
"248",0,1,0,46,0,0,0,1,0,0,0,0,0,0,3,0,69.9833333329,4,0,0,0,0,0,0,3,0,0,0,0,278.25,1,0,38.0909090905,0,3,13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9.4,1229,0,0,1,0,0,1,0,0,1,0,10,0,0,0,0,0,0,2,0,0,3.5,0,0,1,11.4285714286,0,3.32,845.8685714404,0,0,0,0,0,0,0,1,17,1,0,0,0,0,0,0,0,0,0,0,0,1033.8,0,0,1,0,0
"249",0,2,0,20,0,0,0,0,0,0,0,0,0,0,1,0,86.1333333328,9,0,0,0,0,0,0,1,0,0,0,0,142.375,0,0,216.2181818178,0,48,9,6.03125,0,22,0,0,1,0,0,1,0,0,0,0,0,0,1,651.375,0,0,2,0,0,0,2,0,2,4,10,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,20,203.6400000024,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,0,0,0,0,0,339.2,0,0,2,0,0
"250",0,21,0,374.3333333335,0,0,0,1,0,0,0,0,0,0,0,0,5.3833333333,3,0,0,0,2,0,0,0,0,1,0,0,42.9,7,1,49.7454545454,0,0,3,2,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,426.375,0,0,0,0,0,0,7,1,0,0,3,0,0,0,4,0,0,77,0,0,0,0,0,0,0,7,60.92,6,0,0,0,0,0,0,0,48,0,3,0,0,0,0,0,0,0,0,0,0,0,14.1,0,0,19,0,0
"251",0,13,0,346.3333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,33,0,0,0,2,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,22,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,22,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0
"252",0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,4,0,0,0,2,14,1,0,0,0,0,0,55,0,1,1,2,9.0666666664,5,1,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,7.32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"253",0,0,0,3513.2222222237,3,0,0,0,13,0,0,0,0,0,0,0,0,1,0,32.12,0,0,0,0,0,0,0,0,0,0,20,41,0,0,0,0,0,5.44,10,3.85,4,0,0,1,0,17,0,0,0,0,0,34,0,0,0,0,0,0,0,1,3,23,0,1,0,0,9,0,2,0,3,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,38.807936508,0,0,0,0,0,27,0,49.4,6,0,0
"254",0,0,0,25414.4444444566,19,0,0,0,179.16,0,0,0,0,0,0,4,0,0,0,32,0,0,0,0,0,0,0,1,2,0,7,11,0,3.2,0,0,0,11.44,2,8.85,45,0,0,8,0,2,1,0,0,1,0,9,0,0,0,0,0,0,0,0,0,33,4,0,0,0,0,0,0,1,8,0,1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,4,0,0,0,31,3,2,0
"255",5,0,0,1296.2222222223,63,11,0,0,612.48,2,1,0,0,1,0,15,0,0,0,0,0,0,0,7,0,0,0,1,120,0,2,2,0,40.8,0,0,0,33,0,7.85,14,6,0,0,2,2,0,0,0,2,188.45,0,2,0,819.9875,0,0,0,342,0,0,9,3,0,0,1,0,0,7.7023809524,0,19,0,2,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11,5.3615873016,0,0,542.64,6,0,0,0,22,1,8,1
"256",22,0,0,1205.8888888889,35,13,0,0,242.16,0,0,1,1,25,0,0,0,0,0,0,0,0,2,284,1,22,0,1,62,0,7,0,1.8727272727,15.2,0,0,0,7,1,0,1,14,0,2.2666666666,24,1,0,0,0,2,347,0,1,0,8997.7025,0,0,0,421,1,0,3,32,0,0,1,0,0,4,1,45,1,4,4.5,0,3,6,0,0,0,0,0,0,0,0,0,96,59,0,0,0,8,3,154,11,32,8.3615873016,0,6.4,466.48,0,0,0,26,5,0,6,0
"257",18,0,0,223.7777777778,2,9,0,0,0,1,0,0,2,40,2,0,0,0,0,0,0,0,3,316,173,36,0,1,0,0,9,0,0,4,0,0,0,0,0,0,0,87,0,10.2666666666,1,6,0,0,0,0,3,0,5,0,1915,0,12.2301282052,0,34,0,0,0,16,0,0,0,0,0,0,0,12,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,74,93,0,0,0,6,2,35,0,6,2,0,0,51.68,1,0,6.1,5,0,2,2,0
"258",6,0,0,105,0,3,0,0,0,0,0,0,0,3,47,0,0,9,0,0,0,0,8,2,248,9,0,0,0,0,22.8333333334,0,0,1,0,0,0,0,0,0,0,18,0,65.5333333317,0,0,0,0,0,14,5,0,0,0,793.9675,0,66.5355769234,0,2,0,0,4,11,3,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,109.8,0,0,0,0,8,4,0,0,1,0,1,11,0,0,1,0,0,12.24,0,0,12,0,0,3,6,0
"259",0,0,3.6666666667,0,0,0,0,0,0,0,0,16,0,0,2,0,0,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,349.4666666578,0,0,0,0,0,21,0,0,2,0,9,0,21.8451923078,0,0,0,0,8,53,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,31,0
"260",0,0,0,348.4444444446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,49.85,5.9166666667,0,4.7454545454,0,0,6,0,0,0,0,4,0,0,6.2666666666,0,1,0,0,0,1,0,0,824.5,0,1,0,1,0,0,0,0,1,1,19,0,0,0,0,0,0,0,0,0,0,32,0,0,23.0000000002,0,0,5.7485714287,43,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,109.8,0,0,0,15,0
"261",0,0,0,5589.333333336,0,0,18,0,0,0,1,0,0,0,10,0,127.8166666659,0,0,1,0,39,0,0,0,0,0,0,0,6.975,0,0,49.9454545448,0,6,26,4.09375,0,4,0,5,0,0,1.1333333333,1,2,0,0,0,1,0,2,129,0,0,1,0,0,1,0,1,2,1,18,0,0,0,0,0,0,0,2,0,3.5,27,0,2,13,0,16.56,368.8628571477,1,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,1901.4,0,0,3,0,4
"262",0,0,0,1876.8888888898,0,0,6,0,0,0,0,7,0,0,8,0,51.4499999997,28,0,0,2,181,0,0,0,0,0,0,0,53.825,0,1,115.8545454543,0,64,129,5,0,56,0,1,0,0,0,0,1,0,0,0,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1,21,0,0,0,0,76,269.5428571465,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,48.0133333334,697.6,0,0,17,0,36
"263",0,35.5,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,21,0,0,0,0,2,0,0,8.975,3,0,8,0,0,3,0,0,832,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,2,0,0,44,0,0,7.5,3,2,0,0,0,213.56,8.1657142858,0,0,0,0,0,0,0,18,0,7,0,0,0,0,0,0,0,0,0,0,36.1066666672,31.5,0,0,14,0,0
"264",0,42.75,0,85,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,13,0,2,0,0,14,1.8727272727,0,0,1,0,0,618,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,98.84,0,0,0,0,0,0,0,0,33,0,2,0,0,0,0,0,16,0,0,0,0,9.5200000001,1,0,0,7,0,0
"265",0,0,0,2885.1111111124,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,2,22,0,0,0,0,0,1.44,116,2.85,0,0,0,0,0,27,0,0,0,0,0,5,0,0,0,0,0,0,0,2,3,3,4,0,0,0,1,0,2,0,1,0,4,0,0,1,0,0,9,2,0,0,0,0,8,0,0,0,1,0,2,0,0,0,0,4,8.3615873016,0,0,0,3,0,0,0,0,8,0,0
"266",0,1,0,10474.3333333378,37,0,0,0,187.16,0,0,0,0,0,0,1,0,0,1,36.8,0,0,0,0,0,0,0,4,0,0,21.8333333334,66,0,0,0,0,0,88.76,36,10.85,27,0,1,1.1333333333,4,5,0,0,0,0,0,47,3,0,0,0,0,0,8,0,5,45,10,0,0,0,2.04,0,4,0,3,0,20,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,21.0847619048,0,0,0,2,1,0,0,42,4,10,0
"267",0,0,0,8079.6666666687,108,6,0,0,244.16,2,1,0,5,2,2,13,0,0,3,61.8,0,0,0,14,0,0,0,15,0,0,3,24,0,3.2,0,0,0,5,5,41,34,0,0,0,63,13.6285714286,0,0,0,6,45.9,1,0,0,1713.945,1,0,0,38,0,2,98,5,0,0,9,4.12,0,2.8511904762,1,15,1,4,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,58.0847619048,0,0,495.04,1,0,0,0,102,1,8,0
